SIS V(mV)	-0.1
SIS C(uA)	25.2
SIS Mag (mA)	-0.1
LO PA Vd (V)	0.00
LO PA Id (mA)	0.00
IF(GHz)	Hot-Power(dBm)	Cold-Power(dBm)	Y-factor	Tsys
16.59	-66.56	-67.12	1.14	1514.31
16.60	-66.34	-67.05	1.18	1145.17
16.60	-66.22	-66.82	1.15	1398.47
16.60	-66.45	-66.77	1.08	2815.44
16.61	-66.42	-66.90	1.12	1802.49
16.61	-66.16	-66.82	1.16	1271.57
16.61	-66.06	-66.62	1.14	1519.41
16.62	-66.15	-66.79	1.16	1307.97
16.62	-65.89	-66.65	1.19	1081.27
16.62	-65.85	-66.59	1.19	1097.57
16.63	-65.88	-66.43	1.13	1551.14
16.63	-65.33	-66.14	1.20	999.61
16.64	-65.81	-66.04	1.05	3954.18
16.64	-65.65	-65.99	1.08	2622.46
16.64	-65.33	-66.11	1.20	1032.76
16.65	-65.63	-65.91	1.07	3253.74
16.65	-65.59	-65.95	1.08	2503.95
16.65	-65.50	-65.86	1.08	2505.00
16.66	-65.51	-65.45	0.99	-16345.30
16.66	-65.58	-65.91	1.08	2686.79
16.66	-65.61	-65.89	1.07	3098.53
16.67	-65.36	-65.69	1.08	2685.86
16.67	-65.52	-65.49	0.99	-37997.72
16.68	-65.63	-65.80	1.04	5346.94
16.68	-65.62	-65.82	1.05	4522.71
16.68	-65.41	-65.92	1.13	1654.20
16.69	-65.51	-65.62	1.03	8596.15
16.69	-65.63	-66.11	1.12	1808.08
16.69	-65.79	-65.77	1.00	-83797.08
16.70	-65.77	-66.09	1.08	2708.98
16.70	-65.71	-66.23	1.13	1652.39
16.71	-65.68	-66.02	1.08	2556.62
16.71	-65.61	-66.08	1.11	1862.97
16.71	-65.56	-66.22	1.17	1242.02
16.72	-65.79	-66.05	1.06	3439.27
16.72	-65.48	-65.82	1.08	2617.35
16.72	-65.62	-66.08	1.11	1895.81
16.73	-65.84	-66.26	1.10	2109.08
16.73	-65.42	-65.70	1.06	3310.14
16.73	-65.11	-65.74	1.16	1328.26
16.74	-65.33	-65.64	1.08	2819.56
16.74	-64.95	-65.15	1.05	4675.81
16.75	-64.91	-65.74	1.21	961.97
16.75	-64.86	-65.39	1.13	1601.08
16.75	-64.75	-65.34	1.14	1439.14
16.76	-64.81	-65.44	1.16	1323.20
16.76	-64.76	-65.33	1.14	1476.38
16.76	-64.75	-64.93	1.04	5260.66
16.77	-64.63	-64.97	1.08	2626.58
16.77	-64.60	-65.08	1.12	1795.09
16.77	-64.68	-64.77	1.02	10977.40
16.78	-64.58	-65.29	1.18	1165.63
16.78	-64.52	-65.01	1.12	1770.98
16.79	-65.02	-65.09	1.01	15453.35
16.79	-64.97	-65.50	1.13	1602.00
16.79	-65.09	-65.52	1.10	2019.32
16.80	-65.26	-65.12	0.97	-7089.42
16.80	-65.07	-65.84	1.20	1043.78
16.80	-65.45	-65.59	1.03	6299.56
16.81	-65.06	-65.49	1.11	2003.94
16.81	-65.73	-65.88	1.03	6264.33
16.82	-65.57	-65.77	1.05	4761.06
16.82	-65.61	-66.08	1.12	1821.27
16.82	-65.71	-66.01	1.07	2963.94
16.83	-65.50	-66.18	1.17	1224.71
16.83	-65.75	-66.10	1.09	2493.96
16.83	-65.77	-65.98	1.05	4243.09
16.84	-65.83	-66.19	1.08	2508.31
16.84	-65.74	-66.16	1.10	2034.57
16.84	-65.60	-65.96	1.09	2480.17
16.85	-65.29	-66.18	1.23	883.58
16.85	-65.31	-65.91	1.15	1408.09
16.86	-65.39	-65.66	1.07	3256.40
16.86	-65.20	-65.74	1.13	1585.01
16.86	-65.24	-65.92	1.17	1201.44
16.87	-65.34	-65.50	1.04	5883.45
16.87	-65.30	-65.68	1.09	2340.47
16.87	-64.72	-65.91	1.31	619.96
16.88	-64.93	-65.59	1.16	1260.58
16.88	-65.06	-65.56	1.12	1692.24
16.89	-65.17	-65.90	1.18	1112.43
16.89	-65.49	-65.52	1.01	29139.26
16.89	-65.45	-65.54	1.02	10437.07
16.90	-65.50	-66.11	1.15	1367.04
16.90	-65.52	-65.94	1.10	2080.18
16.90	-65.30	-65.98	1.17	1207.45
16.91	-65.35	-65.97	1.15	1348.31
16.91	-65.74	-65.86	1.03	7749.28
16.91	-65.75	-65.66	0.98	-10229.05
16.92	-65.77	-65.91	1.03	6284.42
16.92	-65.87	-65.85	0.99	-39241.51
16.93	-65.85	-65.91	1.01	15824.95
16.93	-65.56	-66.36	1.20	998.60
16.93	-65.59	-66.32	1.18	1116.10
16.94	-65.62	-66.12	1.12	1750.40
16.94	-65.56	-66.03	1.12	1817.28
16.94	-65.52	-66.05	1.13	1610.37
16.95	-65.44	-65.83	1.09	2248.07
16.95	-65.25	-65.50	1.06	3684.98
16.95	-64.68	-66.00	1.36	536.69
16.96	-64.95	-65.51	1.14	1488.05
16.96	-64.89	-65.23	1.08	2592.95
16.97	-64.97	-65.43	1.11	1869.51
16.97	-65.13	-65.29	1.04	5805.00
16.97	-64.71	-65.45	1.18	1106.85
16.98	-64.58	-65.61	1.27	742.63
16.98	-64.94	-65.68	1.18	1112.30
16.98	-64.87	-65.33	1.11	1914.71
16.99	-64.77	-65.28	1.12	1697.16
16.99	-65.04	-65.39	1.08	2540.98
17.00	-65.09	-65.45	1.09	2463.64
17.00	-65.02	-65.13	1.03	8380.12
17.00	-64.78	-65.29	1.13	1669.71
17.01	-64.41	-65.04	1.16	1320.24
17.01	-64.74	-65.02	1.07	3248.91
17.01	-64.79	-65.19	1.10	2167.73
17.02	-64.61	-65.19	1.14	1458.14
17.02	-64.81	-65.32	1.12	1681.38
17.02	-64.80	-65.34	1.13	1569.01
17.03	-64.98	-65.71	1.18	1112.66
17.03	-65.26	-65.60	1.08	2585.97
17.04	-64.82	-65.65	1.21	971.93
17.04	-64.73	-65.52	1.20	1026.37
17.04	-64.98	-65.27	1.07	3106.15
17.05	-65.25	-65.59	1.08	2610.70
17.05	-64.79	-65.46	1.17	1219.72
17.05	-65.20	-65.68	1.12	1785.80
17.06	-64.90	-65.43	1.13	1611.25
17.06	-64.66	-65.62	1.25	812.56
17.06	-65.26	-65.56	1.07	2996.40
17.07	-65.16	-65.83	1.17	1246.84
17.07	-65.18	-65.59	1.10	2098.13
17.08	-65.28	-66.02	1.19	1101.82
17.08	-65.11	-65.69	1.14	1451.73
17.08	-65.30	-65.69	1.09	2235.61
17.09	-64.86	-65.52	1.17	1249.45
17.09	-65.01	-65.52	1.13	1665.92
17.09	-64.97	-65.66	1.17	1202.61
17.10	-64.83	-65.60	1.19	1048.53
17.10	-64.33	-65.06	1.18	1118.51
17.11	-64.79	-65.20	1.10	2157.97
17.11	-64.54	-65.04	1.12	1730.83
17.11	-64.39	-65.14	1.19	1086.03
17.12	-64.56	-64.88	1.08	2831.99
17.12	-64.33	-64.78	1.11	1955.88
17.12	-64.49	-65.22	1.18	1122.70
17.13	-64.51	-64.91	1.10	2204.96
17.13	-64.68	-65.14	1.11	1866.88
17.13	-64.53	-64.66	1.03	6820.38
17.14	-64.76	-65.07	1.07	2852.71
17.14	-64.41	-65.19	1.20	1036.81
17.15	-64.50	-64.84	1.08	2564.90
17.15	-64.57	-65.17	1.15	1391.28
17.15	-64.55	-64.68	1.03	7039.23
17.16	-65.11	-65.31	1.05	4679.04
17.16	-64.56	-65.37	1.20	991.78
17.16	-64.84	-65.23	1.09	2237.11
17.17	-64.78	-65.39	1.15	1374.82
17.17	-64.80	-65.71	1.23	866.83
17.17	-65.25	-65.75	1.12	1746.63
17.18	-65.33	-65.73	1.10	2211.02
17.18	-64.78	-65.95	1.31	631.78
17.19	-65.48	-66.10	1.15	1362.75
17.19	-65.94	-66.10	1.04	5849.08
17.19	-65.67	-65.98	1.07	2856.34
17.20	-65.12	-65.92	1.20	1004.17
17.20	-65.16	-65.72	1.14	1500.99
17.20	-65.16	-66.05	1.23	886.75
17.21	-64.84	-65.59	1.19	1081.90
17.21	-65.08	-65.95	1.22	908.44
17.21	-65.38	-65.45	1.02	14146.18
17.22	-64.81	-65.67	1.22	923.29
17.22	-64.87	-65.51	1.16	1286.82
17.23	-65.49	-65.54	1.01	16353.91
17.23	-65.03	-65.25	1.05	4124.16
17.23	-64.63	-65.30	1.17	1248.26
17.24	-65.08	-65.71	1.16	1331.32
17.24	-64.92	-65.53	1.15	1366.98
17.24	-65.24	-65.76	1.13	1630.86
17.25	-64.91	-65.22	1.07	2880.42
17.25	-64.88	-65.40	1.13	1638.81
17.26	-64.93	-65.56	1.16	1316.63
17.26	-65.03	-65.61	1.14	1439.92
17.26	-65.11	-65.46	1.08	2564.96
17.27	-65.31	-65.61	1.07	2950.88
17.27	-65.18	-65.52	1.08	2637.01
17.27	-65.05	-65.96	1.23	864.74
17.28	-64.89	-65.93	1.27	732.57
17.28	-65.33	-65.86	1.13	1594.21
17.28	-65.48	-65.62	1.03	6772.28
17.29	-65.44	-66.08	1.16	1313.12
17.29	-65.40	-65.97	1.14	1479.72
17.30	-65.61	-66.14	1.13	1614.61
17.30	-65.11	-65.72	1.15	1372.68
17.30	-65.25	-65.91	1.16	1259.01
17.31	-65.26	-66.13	1.22	910.33
17.31	-65.01	-66.05	1.27	730.85
17.31	-65.04	-65.74	1.17	1179.56
17.32	-65.30	-66.22	1.24	846.96
17.32	-65.60	-65.76	1.04	5582.17
17.32	-65.54	-65.99	1.11	1924.97
17.33	-65.26	-66.09	1.21	960.62
17.33	-65.18	-66.05	1.22	913.96
17.34	-65.48	-65.74	1.06	3380.40
17.34	-65.22	-65.70	1.12	1767.31
17.34	-65.10	-65.95	1.21	941.68
17.35	-65.27	-65.52	1.06	3623.04
17.35	-65.03	-65.51	1.12	1777.78
17.35	-64.76	-65.77	1.26	754.45
17.36	-64.88	-65.28	1.10	2154.37
17.36	-64.84	-65.34	1.12	1706.83
17.37	-64.80	-65.28	1.12	1816.77
17.37	-65.13	-65.64	1.12	1686.00
17.37	-65.04	-65.54	1.12	1722.37
17.38	-65.18	-65.40	1.05	4191.48
17.38	-64.96	-65.66	1.17	1178.20
17.38	-65.28	-65.60	1.08	2739.86
17.39	-65.22	-65.89	1.17	1246.05
17.39	-65.74	-65.86	1.03	7884.90
17.39	-65.26	-65.86	1.15	1416.34
17.40	-65.37	-66.07	1.18	1171.15
17.40	-65.21	-66.09	1.22	901.36
17.41	-65.59	-66.07	1.12	1781.33
17.41	-65.42	-65.93	1.12	1680.77
17.41	-65.56	-66.21	1.16	1270.76
17.42	-65.43	-66.35	1.24	843.64
17.42	-65.64	-66.34	1.18	1169.82
17.42	-65.55	-66.23	1.17	1230.41
17.43	-65.26	-66.48	1.32	599.23
17.43	-65.67	-66.36	1.17	1208.63
17.43	-65.64	-66.43	1.20	1018.59
17.44	-65.81	-66.28	1.11	1852.14
17.44	-65.58	-66.57	1.26	774.25
17.45	-66.02	-66.62	1.15	1394.49
17.45	-65.79	-66.48	1.17	1195.17
17.45	-65.36	-66.49	1.30	662.73
17.46	-65.52	-66.38	1.22	924.43
17.46	-65.39	-65.92	1.13	1630.04
17.46	-65.25	-65.72	1.11	1861.80
17.47	-64.57	-65.81	1.33	585.50
17.47	-64.89	-65.59	1.18	1164.92
17.48	-64.78	-65.70	1.24	850.36
17.48	-64.76	-65.32	1.14	1530.76
17.48	-64.99	-65.42	1.10	2050.32
17.49	-64.81	-65.08	1.06	3362.04
17.49	-64.63	-65.31	1.17	1227.27
17.49	-64.63	-65.02	1.09	2232.14
17.50	-64.70	-65.14	1.11	1967.95
17.50	-64.87	-65.30	1.10	2031.66
17.50	-65.00	-65.07	1.02	12682.94
17.51	-64.82	-65.37	1.13	1551.77
17.51	-64.76	-65.50	1.19	1101.06
17.52	-65.12	-65.39	1.06	3373.48
17.52	-65.02	-65.39	1.09	2381.52
17.52	-64.82	-65.63	1.21	987.59
17.53	-64.91	-65.64	1.19	1106.63
17.53	-65.13	-65.69	1.14	1517.48
17.53	-65.45	-65.81	1.09	2438.13
17.54	-65.37	-65.80	1.10	2014.20
17.54	-65.28	-66.07	1.20	1006.42
17.55	-65.44	-65.89	1.11	1897.76
17.55	-65.63	-66.01	1.09	2346.67
17.55	-65.51	-66.02	1.12	1710.50
17.56	-65.54	-66.44	1.23	872.42
17.56	-65.43	-66.24	1.21	986.64
17.56	-65.82	-66.33	1.12	1679.82
17.57	-65.36	-65.98	1.15	1349.50
17.57	-65.13	-65.79	1.16	1252.89
17.57	-64.65	-65.86	1.32	608.73
17.58	-64.99	-65.64	1.16	1263.28
17.58	-64.48	-65.37	1.23	892.31
17.59	-64.89	-65.55	1.16	1252.11
17.59	-64.47	-65.48	1.26	753.02
17.59	-64.68	-65.18	1.12	1707.60
17.60	-64.47	-65.01	1.13	1570.86
17.60	-63.94	-64.84	1.23	882.63
17.60	-64.53	-64.69	1.04	5763.26
17.61	-64.57	-64.87	1.07	3000.87
17.61	-64.22	-64.88	1.16	1259.70
17.61	-64.59	-64.66	1.02	13352.37
17.62	-64.80	-64.84	1.01	21120.00
17.62	-64.40	-64.78	1.09	2371.26
17.63	-64.84	-65.44	1.15	1409.66
17.63	-65.08	-65.48	1.10	2194.57
17.63	-65.44	-66.12	1.17	1232.74
17.64	-65.41	-65.80	1.09	2230.97
17.64	-65.59	-66.06	1.11	1864.65
17.64	-65.72	-66.26	1.13	1594.41
17.65	-65.81	-66.42	1.15	1392.35
17.65	-66.26	-66.50	1.06	3772.45
17.66	-66.37	-66.41	1.01	22942.28
17.66	-66.42	-66.55	1.03	7290.99
17.66	-66.34	-67.37	1.27	735.69
17.67	-66.60	-67.33	1.18	1111.83
17.67	-66.91	-67.12	1.05	4376.12
17.67	-66.88	-67.88	1.26	768.17
17.68	-67.29	-67.87	1.14	1452.14
17.68	-67.28	-67.75	1.11	1834.38
17.68	-66.66	-67.83	1.31	632.46
17.69	-67.22	-67.73	1.12	1690.89
17.69	-66.84	-67.69	1.22	932.58
17.70	-67.19	-67.99	1.20	1009.76
17.70	-66.86	-67.76	1.23	870.63
17.70	-67.08	-67.69	1.15	1386.68
17.71	-67.08	-67.36	1.07	3256.59
17.71	-66.83	-67.69	1.22	920.66
17.71	-66.84	-67.70	1.22	923.80
17.72	-66.76	-67.71	1.24	819.42
17.72	-66.61	-67.32	1.18	1171.76
17.72	-66.72	-66.98	1.06	3424.58
17.73	-66.30	-66.88	1.14	1445.11
17.73	-66.76	-67.04	1.06	3303.97
17.74	-66.37	-67.05	1.17	1206.79
17.74	-66.51	-67.09	1.14	1448.52
17.74	-66.15	-66.90	1.19	1078.12
17.75	-66.57	-66.74	1.04	5262.56
17.75	-66.64	-66.72	1.02	12791.45
17.75	-66.62	-66.99	1.09	2335.62
17.76	-66.78	-67.13	1.08	2522.81
17.76	-66.64	-67.49	1.22	935.11
17.77	-66.96	-67.26	1.07	2896.55
17.77	-67.09	-67.24	1.04	5993.55
17.77	-66.90	-67.26	1.09	2491.49
17.78	-67.48	-67.17	0.93	-3250.33
17.78	-67.09	-67.78	1.17	1196.09
17.78	-67.52	-67.60	1.02	10993.41
17.79	-66.95	-67.65	1.18	1174.22
17.79	-67.13	-67.70	1.14	1478.86
17.79	-66.48	-67.79	1.35	547.34
17.80	-67.18	-67.51	1.08	2701.94
17.80	-67.05	-67.74	1.17	1195.00
17.81	-66.94	-67.82	1.23	889.27
17.81	-66.74	-67.34	1.15	1411.37
17.81	-66.64	-67.23	1.15	1422.72
17.82	-66.05	-67.24	1.31	618.94
17.82	-66.59	-67.12	1.13	1606.74
17.82	-66.21	-67.25	1.27	729.73
17.83	-66.05	-66.93	1.23	893.39
17.83	-65.86	-66.72	1.22	919.89
17.83	-66.33	-66.96	1.16	1321.95
17.84	-65.93	-66.58	1.16	1300.08
17.84	-66.05	-66.57	1.13	1657.54
17.85	-65.83	-66.32	1.12	1785.06
17.85	-65.85	-66.23	1.09	2287.32
17.85	-65.93	-66.18	1.06	3676.35
17.86	-65.92	-66.21	1.07	3090.85
17.86	-65.72	-66.44	1.18	1134.21
17.86	-65.72	-66.54	1.21	975.45
17.87	-65.68	-66.30	1.15	1350.85
17.87	-66.11	-66.33	1.05	4158.84
17.88	-65.77	-66.37	1.15	1399.91
17.88	-65.98	-66.27	1.07	3023.99
17.88	-66.01	-67.04	1.27	737.86
17.89	-66.30	-66.62	1.08	2758.78
17.89	-66.18	-67.02	1.21	950.60
17.89	-66.25	-66.93	1.17	1217.20
17.90	-66.47	-66.66	1.04	4948.04
17.90	-66.24	-67.01	1.19	1047.03
17.90	-66.30	-66.72	1.10	2040.23
17.91	-66.47	-66.74	1.06	3337.79
17.91	-66.15	-66.96	1.20	998.30
17.92	-66.17	-66.90	1.18	1125.61
17.92	-66.31	-66.98	1.17	1231.74
17.92	-66.15	-67.04	1.23	887.22
17.93	-66.41	-66.93	1.13	1641.99
17.93	-65.56	-66.71	1.30	645.44
17.93	-66.08	-66.75	1.17	1229.15
17.94	-65.94	-67.08	1.30	648.60
17.94	-65.74	-67.07	1.36	531.55
17.94	-65.94	-66.69	1.19	1070.28
17.95	-65.89	-66.43	1.13	1569.87
17.95	-65.92	-66.81	1.23	890.79
17.96	-65.89	-66.62	1.18	1114.01
17.96	-65.69	-66.03	1.08	2550.06
17.96	-65.95	-65.97	1.01	41229.96
17.97	-65.56	-66.16	1.15	1393.21
17.97	-65.43	-66.11	1.17	1222.87
17.97	-65.50	-66.01	1.12	1694.84
17.98	-65.52	-66.00	1.12	1820.31
17.98	-65.83	-65.79	0.99	-23505.64
17.98	-65.66	-66.01	1.09	2497.82
17.99	-65.83	-66.19	1.09	2493.79
17.99	-65.83	-66.34	1.13	1651.42
18.00	-65.74	-66.28	1.13	1560.89
18.00	-65.70	-66.19	1.12	1728.10
18.00	-65.82	-66.33	1.12	1694.84
18.01	-66.25	-66.55	1.07	2959.18
18.01	-66.02	-66.84	1.21	978.22
18.01	-66.47	-66.70	1.06	3892.04
18.02	-66.36	-66.95	1.15	1431.79
18.02	-66.18	-66.84	1.17	1247.28
18.03	-66.20	-67.28	1.28	699.50
18.03	-66.51	-67.14	1.16	1308.72
18.03	-66.57	-67.16	1.15	1411.65
18.04	-66.50	-67.34	1.21	955.28
18.04	-66.41	-67.21	1.20	1008.49
18.04	-66.11	-67.12	1.26	763.32
18.05	-66.25	-67.18	1.24	845.66
18.05	-66.25	-66.98	1.18	1117.07
18.05	-66.26	-66.95	1.17	1196.92
18.06	-66.03	-67.24	1.32	605.37
18.06	-66.77	-67.19	1.10	2109.16
18.07	-66.63	-67.14	1.12	1684.40
18.07	-66.58	-66.81	1.06	3846.94
18.07	-66.33	-67.40	1.28	709.07
18.08	-66.50	-67.43	1.24	842.18
18.08	-66.56	-66.96	1.10	2203.13
18.08	-66.51	-67.22	1.18	1156.57
18.09	-66.40	-66.80	1.10	2192.53
18.09	-66.12	-66.75	1.16	1310.47
18.09	-66.44	-66.70	1.06	3593.95
18.10	-66.21	-66.78	1.14	1493.18
18.10	-66.17	-66.89	1.18	1154.28
18.11	-66.41	-66.86	1.11	1892.45
18.11	-66.64	-66.74	1.02	9634.55
18.11	-66.44	-66.75	1.07	2906.64
18.12	-66.70	-66.98	1.07	3280.89
18.12	-66.82	-67.28	1.11	1862.60
18.12	-67.16	-67.35	1.04	4930.14
18.13	-67.35	-67.13	0.95	-4371.07
18.13	-67.42	-67.48	1.02	14445.61
18.14	-67.40	-67.89	1.12	1783.01
18.14	-67.36	-67.46	1.02	9323.66
18.14	-67.20	-67.81	1.15	1382.68
18.15	-67.39	-67.86	1.11	1840.80
18.15	-67.71	-68.07	1.09	2453.11
18.15	-67.52	-68.06	1.13	1599.06
18.16	-67.45	-67.97	1.13	1622.50
18.16	-67.61	-68.07	1.11	1869.61
18.16	-67.59	-68.25	1.16	1257.58
18.17	-67.57	-68.69	1.29	669.28
18.17	-68.00	-68.27	1.06	3445.39
18.18	-67.35	-68.10	1.19	1094.12
18.18	-67.62	-68.85	1.33	590.92
18.18	-67.99	-68.36	1.09	2382.36
18.19	-68.01	-68.91	1.23	868.77
18.19	-67.92	-68.75	1.21	962.71
18.19	-68.28	-68.63	1.08	2523.69
18.20	-68.09	-68.56	1.11	1828.65
18.20	-68.10	-68.49	1.09	2269.32
18.20	-67.83	-68.50	1.17	1232.05
18.21	-68.49	-68.50	1.00	114922.62
18.21	-67.66	-68.28	1.15	1362.98
18.22	-68.19	-68.25	1.01	15332.64
18.22	-67.94	-68.06	1.03	7719.09
18.22	-67.72	-67.81	1.02	9972.24
18.23	-67.37	-68.17	1.20	997.63
18.23	-68.03	-68.28	1.06	3563.05
18.23	-68.23	-68.42	1.04	4959.48
18.24	-67.98	-68.18	1.05	4635.21
18.24	-67.89	-68.46	1.14	1470.92
18.25	-68.18	-68.25	1.02	12741.66
18.25	-68.03	-68.31	1.07	3172.08
18.25	-67.94	-68.32	1.09	2330.74
18.26	-67.84	-68.16	1.08	2745.91
18.26	-68.05	-68.22	1.04	5295.86
18.26	-67.80	-68.26	1.11	1898.62
18.27	-67.91	-68.27	1.09	2472.16
18.27	-67.94	-68.23	1.07	3109.11
18.27	-67.43	-68.35	1.24	849.34
18.28	-67.71	-68.52	1.20	1002.14
18.28	-67.69	-68.54	1.22	930.74
18.29	-68.10	-68.50	1.09	2230.17
18.29	-67.42	-68.15	1.18	1118.64
18.29	-67.62	-68.38	1.19	1069.80
18.30	-67.70	-68.34	1.16	1294.78
18.30	-67.23	-68.09	1.22	924.52
18.30	-67.27	-67.99	1.18	1153.53
18.31	-66.89	-67.98	1.29	686.76
18.31	-67.12	-68.03	1.23	868.14
18.32	-67.17	-67.64	1.11	1852.71
18.32	-66.96	-67.56	1.15	1408.74
18.32	-66.61	-67.54	1.24	835.51
18.33	-66.90	-67.43	1.13	1608.70
18.33	-66.95	-67.61	1.16	1256.42
18.33	-66.82	-67.58	1.19	1079.01
18.34	-66.64	-67.20	1.14	1515.67
18.34	-66.96	-67.41	1.11	1912.56
18.34	-66.57	-67.13	1.14	1493.33
18.35	-67.22	-67.17	0.99	-19858.98
18.35	-66.88	-67.55	1.17	1237.09
18.36	-67.21	-67.31	1.02	9072.25
18.36	-67.11	-67.24	1.03	6883.95
18.36	-67.17	-67.30	1.03	7495.53
18.37	-67.13	-67.51	1.09	2366.56
18.37	-67.06	-67.48	1.10	2086.94
18.37	-67.17	-67.44	1.07	3242.78
18.38	-67.15	-67.82	1.17	1230.09
18.38	-67.18	-68.08	1.23	878.22
18.38	-67.08	-67.73	1.16	1279.83
18.39	-67.31	-68.18	1.22	919.51
18.39	-67.58	-67.84	1.06	3491.53
18.40	-67.22	-68.30	1.28	698.21
18.40	-67.21	-68.34	1.30	656.87
18.40	-67.20	-68.04	1.21	945.65
18.41	-66.94	-68.19	1.33	577.34
18.41	-66.91	-67.68	1.19	1063.77
18.41	-66.78	-67.82	1.27	736.96
18.42	-66.85	-67.82	1.25	804.05
18.42	-66.88	-67.43	1.14	1535.60
18.43	-66.53	-67.68	1.30	646.38
18.43	-66.47	-67.47	1.26	775.56
18.43	-66.43	-67.50	1.28	704.05
18.44	-66.21	-67.58	1.37	512.61
18.44	-66.64	-67.37	1.18	1129.88
18.44	-66.66	-67.27	1.15	1379.58
18.45	-66.44	-67.48	1.27	726.23
18.45	-66.80	-67.37	1.14	1504.79
18.45	-66.32	-67.46	1.30	647.99
18.46	-66.76	-67.37	1.15	1375.04
18.46	-66.80	-67.38	1.14	1455.01
18.47	-67.15	-67.28	1.03	7020.85
18.47	-67.04	-67.59	1.14	1541.93
18.47	-67.10	-67.62	1.12	1677.15
18.48	-67.26	-67.99	1.18	1110.33
18.48	-67.12	-67.86	1.18	1111.25
18.48	-67.55	-67.91	1.09	2469.96
18.49	-67.25	-68.04	1.20	1022.31
18.49	-67.39	-68.25	1.22	929.69
18.49	-67.43	-68.09	1.16	1251.82
18.50	-67.62	-68.29	1.17	1217.50
18.50	-67.92	-68.48	1.14	1524.16
18.51	-67.36	-68.08	1.18	1134.64
18.51	-67.15	-68.47	1.35	542.88
18.51	-67.27	-68.38	1.29	680.67
18.52	-66.96	-67.73	1.19	1046.22
18.52	-67.39	-68.01	1.15	1340.87
18.52	-67.36	-68.13	1.20	1045.15
18.53	-67.16	-67.81	1.16	1296.29
18.53	-67.01	-67.98	1.25	795.60
18.54	-67.33	-67.84	1.13	1673.74
18.54	-67.10	-68.33	1.33	592.84
18.54	-67.13	-67.82	1.17	1200.78
18.55	-67.30	-67.83	1.13	1601.69
18.55	-67.25	-68.01	1.19	1072.06
18.55	-67.00	-68.00	1.26	770.62
18.56	-67.03	-67.69	1.16	1268.22
18.56	-66.77	-67.96	1.32	616.95
18.56	-66.79	-67.77	1.25	795.24
18.57	-66.88	-67.58	1.18	1172.22
18.57	-66.68	-67.41	1.18	1112.61
18.58	-66.64	-67.62	1.25	790.60
18.58	-66.81	-67.58	1.20	1043.44
18.58	-67.25	-67.92	1.17	1235.49
18.59	-66.81	-67.77	1.25	812.57
18.59	-67.29	-67.57	1.07	3130.57
18.59	-67.42	-67.88	1.11	1896.44
18.60	-67.31	-67.99	1.17	1210.96
18.60	-67.67	-67.98	1.07	2896.48
18.60	-67.49	-68.00	1.12	1679.96
18.61	-67.53	-68.10	1.14	1465.47
18.61	-67.99	-68.10	1.02	8740.14
18.62	-68.00	-68.26	1.06	3481.48
18.62	-67.82	-68.63	1.20	996.11
18.62	-68.08	-68.78	1.18	1174.05
18.63	-67.75	-68.66	1.23	862.51
18.63	-67.98	-68.74	1.19	1071.23
18.63	-68.08	-69.02	1.24	828.70
18.64	-68.09	-69.08	1.26	779.34
18.64	-67.92	-69.45	1.42	441.36
18.64	-68.13	-69.27	1.30	654.09
18.65	-68.22	-69.21	1.25	782.32
18.65	-68.26	-69.28	1.26	753.00
18.66	-67.23	-68.63	1.38	496.73
18.66	-67.65	-68.71	1.27	719.59
18.66	-67.61	-68.69	1.28	696.30
18.67	-67.52	-68.19	1.17	1240.90
18.67	-67.13	-68.31	1.31	620.95
18.67	-67.21	-68.25	1.27	728.91
18.68	-66.88	-67.99	1.29	674.58
18.68	-67.08	-67.95	1.22	910.83
18.69	-66.85	-67.83	1.25	786.20
18.69	-66.88	-67.65	1.19	1050.51
18.69	-66.98	-68.05	1.28	712.91
18.70	-66.90	-67.68	1.20	1032.76
18.70	-67.08	-67.72	1.16	1307.15
18.70	-67.10	-68.02	1.24	850.06
18.71	-67.22	-68.13	1.23	869.91
18.71	-67.50	-67.67	1.04	5543.73
18.71	-67.61	-67.86	1.06	3610.63
18.72	-67.54	-68.01	1.11	1829.07
18.72	-67.37	-68.35	1.25	788.11
18.73	-67.51	-68.41	1.23	872.11
18.73	-67.65	-68.49	1.21	950.97
18.73	-67.55	-68.49	1.24	826.59
18.74	-67.80	-68.74	1.24	838.39
18.74	-68.15	-68.98	1.21	954.11
18.74	-68.00	-68.91	1.23	870.62
18.75	-67.81	-69.41	1.44	416.34
18.75	-67.95	-69.17	1.32	598.53
18.75	-67.83	-69.01	1.31	621.39
18.76	-67.48	-69.41	1.56	312.67
18.76	-68.04	-69.34	1.35	548.33
18.77	-67.95	-69.01	1.27	721.09
18.77	-67.54	-68.58	1.27	727.86
18.77	-67.44	-68.98	1.43	436.16
18.78	-67.22	-68.60	1.38	505.88
18.78	-67.07	-68.35	1.34	565.43
18.78	-66.91	-68.58	1.47	392.03
18.79	-67.14	-68.17	1.27	739.02
18.79	-66.99	-68.01	1.26	750.25
18.80	-66.95	-68.26	1.35	548.95
18.80	-66.96	-67.80	1.22	938.05
18.80	-67.14	-67.90	1.19	1065.13
18.81	-67.37	-67.95	1.14	1435.05
18.81	-66.86	-67.96	1.29	682.23
18.81	-66.95	-68.22	1.34	564.76
18.82	-67.17	-68.14	1.25	797.52
18.82	-67.04	-68.12	1.28	702.33
